Year,Value,Units,GeoCode
2000,23.11,Prozent,
2001,21.78,Prozent,
2002,20.12,Prozent,
2003,19.52,Prozent,
2004,19.09,Prozent,
2005,19.08,Prozent,
2006,19.8,Prozent,
2007,20.06,Prozent,
2008,20.3,Prozent,
2009,19.27,Prozent,
2010,19.54,Prozent,
2011,20.37,Prozent,
2012,20.32,Prozent,
2013,19.9,Prozent,
2014,20.04,Prozent,
2015,20.02,Prozent,
2016,20.3,Prozent,
2017,20.41,Prozent,
2018,21.06,Prozent,
2019,21.37,Prozent,
2020,21.85,Prozent,
2021,21.89,Prozent,
