Year,Value,Units,Series,GeoCode
1996,15.9,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1997,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1998,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1999,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2000,16.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2001,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2002,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2003,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2004,14.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2005,14.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2006,14.1,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2007,13.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2008,11.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2009,10.3,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2010,9.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2011,10.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2012,10.3,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2013,10.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2014,11.1,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2015,9.7,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2016,7.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2017,6.8,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2018,6.0,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2019,5.1,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2020,6.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1996,15.8,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1997,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1998,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1999,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2000,16.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2001,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2002,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2003,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2004,15.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2005,14.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2006,14.1,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2007,15.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2008,14.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2009,13.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2010,12.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2011,11.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2012,10.3,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2013,10.3,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2014,9.7,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2015,9.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2016,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2017,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2018,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2019,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2020,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1996,5.0,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1997,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1998,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1999,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2000,5.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2001,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2002,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2003,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2004,5.8,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2005,6.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2006,6.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2007,6.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2008,5.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2009,3.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2010,2.3,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2011,1.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2012,0.9,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2013,1.1,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2014,1.1,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2015,0.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2016,0.8,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2017,0.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2018,0.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2019,1.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2020,2.0,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1996,0.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1997,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1998,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1999,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2000,0.7,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2001,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2002,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2003,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2004,0.7,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2005,0.7,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2006,0.7,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2007,0.8,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2008,0.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2009,0.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2010,0.7,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2011,0.7,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2012,0.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2013,0.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2014,0.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2015,0.3,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2016,0.9,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2017,0.9,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2018,0.8,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2019,0.9,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2020,0.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1996,8.8,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1997,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1998,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1999,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2000,8.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2001,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2002,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2003,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2004,5.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2005,3.9,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2006,3.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2007,5.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2008,6.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2009,8.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2010,8.8,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2011,7.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2012,7.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2013,5.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2014,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2015,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2016,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2017,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2018,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2019,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2020,5.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1996,9.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1997,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1998,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1999,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2000,9.9,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2001,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2002,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2003,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2004,12.8,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2005,16.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2006,18.1,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2007,16.1,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2008,10.0,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2009,3.9,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2010,0.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2011,0.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2012,-0.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2013,-0.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2014,0.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2015,0.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2016,1.0,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2017,1.1,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2018,0.7,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2019,1.0,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2020,0.7,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1996,3.3,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1997,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1998,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1999,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2000,4.1,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2001,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2002,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2003,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2004,8.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2005,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2006,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2007,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2008,5.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2009,5.1,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2010,4.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2011,3.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2012,3.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2013,3.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2014,3.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2015,2.7,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2016,2.3,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2017,2.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2018,2.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2019,2.3,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2020,3.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1996,6.1,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1997,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1998,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1999,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2000,3.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2001,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2002,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2003,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2004,2.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2005,2.0,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2006,1.4,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2007,1.6,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2008,1.9,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2009,2.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2010,2.7,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2011,3.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2012,4.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2013,4.2,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2014,5.3,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2015,4.7,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2016,5.5,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2017,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2018,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2019,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
2020,,Hektar pro Tag,Gleitender Vierjahresdurchschnitt,
1996,10.2,Hektar pro Tag,Berechnete jährliche Werte,
1997,12.0,Hektar pro Tag,Berechnete jährliche Werte,
1998,12.0,Hektar pro Tag,Berechnete jährliche Werte,
1999,12.0,Hektar pro Tag,Berechnete jährliche Werte,
2000,12.0,Hektar pro Tag,Berechnete jährliche Werte,
2001,11.8,Hektar pro Tag,Berechnete jährliche Werte,
2002,10.6,Hektar pro Tag,Berechnete jährliche Werte,
2003,10.3,Hektar pro Tag,Berechnete jährliche Werte,
2004,8.7,Hektar pro Tag,Berechnete jährliche Werte,
2005,8.8,Hektar pro Tag,Berechnete jährliche Werte,
2006,9.4,Hektar pro Tag,Berechnete jährliche Werte,
2007,10.3,Hektar pro Tag,Berechnete jährliche Werte,
2008,8.2,Hektar pro Tag,Berechnete jährliche Werte,
2009,7.0,Hektar pro Tag,Berechnete jährliche Werte,
2010,6.7,Hektar pro Tag,Berechnete jährliche Werte,
2011,6.3,Hektar pro Tag,Berechnete jährliche Werte,
2012,6.7,Hektar pro Tag,Berechnete jährliche Werte,
2013,5.3,Hektar pro Tag,Berechnete jährliche Werte,
2014,5.2,Hektar pro Tag,Berechnete jährliche Werte,
2015,5.2,Hektar pro Tag,Berechnete jährliche Werte,
2016,3.5,Hektar pro Tag,Berechnete jährliche Werte,
2017,7.9,Hektar pro Tag,Berechnete jährliche Werte,
2018,4.5,Hektar pro Tag,Berechnete jährliche Werte,
2019,4.8,Hektar pro Tag,Berechnete jährliche Werte,
2020,5.4,Hektar pro Tag,Berechnete jährliche Werte,
1996,27.4,Hektar pro Tag,Berechnete jährliche Werte,
1997,28.4,Hektar pro Tag,Berechnete jährliche Werte,
1998,28.4,Hektar pro Tag,Berechnete jährliche Werte,
1999,28.4,Hektar pro Tag,Berechnete jährliche Werte,
2000,28.4,Hektar pro Tag,Berechnete jährliche Werte,
2001,21.6,Hektar pro Tag,Berechnete jährliche Werte,
2002,18.0,Hektar pro Tag,Berechnete jährliche Werte,
2003,17.2,Hektar pro Tag,Berechnete jährliche Werte,
2004,15.2,Hektar pro Tag,Berechnete jährliche Werte,
2005,15.8,Hektar pro Tag,Berechnete jährliche Werte,
2006,20.6,Hektar pro Tag,Berechnete jährliche Werte,
2007,16.1,Hektar pro Tag,Berechnete jährliche Werte,
2008,16.4,Hektar pro Tag,Berechnete jährliche Werte,
2009,16.4,Hektar pro Tag,Berechnete jährliche Werte,
2010,20.8,Hektar pro Tag,Berechnete jährliche Werte,
2011,,Hektar pro Tag,Berechnete jährliche Werte,
2012,12.0,Hektar pro Tag,Berechnete jährliche Werte,
2013,12.6,Hektar pro Tag,Berechnete jährliche Werte,
2014,,Hektar pro Tag,Berechnete jährliche Werte,
2015,12.8,Hektar pro Tag,Berechnete jährliche Werte,
2016,9.8,Hektar pro Tag,Berechnete jährliche Werte,
2017,11.7,Hektar pro Tag,Berechnete jährliche Werte,
2018,10.0,Hektar pro Tag,Berechnete jährliche Werte,
2019,10.8,Hektar pro Tag,Berechnete jährliche Werte,
2020,11.6,Hektar pro Tag,Berechnete jährliche Werte,
1996,-0.7,Hektar pro Tag,Berechnete jährliche Werte,
1997,1.4,Hektar pro Tag,Berechnete jährliche Werte,
1998,1.4,Hektar pro Tag,Berechnete jährliche Werte,
1999,1.4,Hektar pro Tag,Berechnete jährliche Werte,
2000,1.4,Hektar pro Tag,Berechnete jährliche Werte,
2001,0.5,Hektar pro Tag,Berechnete jährliche Werte,
2002,0.4,Hektar pro Tag,Berechnete jährliche Werte,
2003,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2004,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2005,0.4,Hektar pro Tag,Berechnete jährliche Werte,
2006,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2007,0.5,Hektar pro Tag,Berechnete jährliche Werte,
2008,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2009,0.6,Hektar pro Tag,Berechnete jährliche Werte,
2010,0.3,Hektar pro Tag,Berechnete jährliche Werte,
2011,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2012,-0.6,Hektar pro Tag,Berechnete jährliche Werte,
2013,0.3,Hektar pro Tag,Berechnete jährliche Werte,
2014,0.0,Hektar pro Tag,Berechnete jährliche Werte,
2015,0.0,Hektar pro Tag,Berechnete jährliche Werte,
2016,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2017,0.3,Hektar pro Tag,Berechnete jährliche Werte,
2018,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2019,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2020,0.0,Hektar pro Tag,Berechnete jährliche Werte,
1996,6.9,Hektar pro Tag,Berechnete jährliche Werte,
1997,9.3,Hektar pro Tag,Berechnete jährliche Werte,
1998,9.3,Hektar pro Tag,Berechnete jährliche Werte,
1999,9.3,Hektar pro Tag,Berechnete jährliche Werte,
2000,9.3,Hektar pro Tag,Berechnete jährliche Werte,
2001,9.3,Hektar pro Tag,Berechnete jährliche Werte,
2002,8.0,Hektar pro Tag,Berechnete jährliche Werte,
2003,8.3,Hektar pro Tag,Berechnete jährliche Werte,
2004,7.0,Hektar pro Tag,Berechnete jährliche Werte,
2005,11.2,Hektar pro Tag,Berechnete jährliche Werte,
2006,8.4,Hektar pro Tag,Berechnete jährliche Werte,
2007,6.8,Hektar pro Tag,Berechnete jährliche Werte,
2008,11.5,Hektar pro Tag,Berechnete jährliche Werte,
2009,6.7,Hektar pro Tag,Berechnete jährliche Werte,
2010,4.8,Hektar pro Tag,Berechnete jährliche Werte,
2011,3.2,Hektar pro Tag,Berechnete jährliche Werte,
2012,3.6,Hektar pro Tag,Berechnete jährliche Werte,
2013,11.2,Hektar pro Tag,Berechnete jährliche Werte,
2014,2.9,Hektar pro Tag,Berechnete jährliche Werte,
2015,1.9,Hektar pro Tag,Berechnete jährliche Werte,
2016,2.9,Hektar pro Tag,Berechnete jährliche Werte,
2017,0.6,Hektar pro Tag,Berechnete jährliche Werte,
2018,1.6,Hektar pro Tag,Berechnete jährliche Werte,
2019,0.5,Hektar pro Tag,Berechnete jährliche Werte,
2020,7.7,Hektar pro Tag,Berechnete jährliche Werte,
1996,0.1,Hektar pro Tag,Berechnete jährliche Werte,
1997,0.5,Hektar pro Tag,Berechnete jährliche Werte,
1998,0.5,Hektar pro Tag,Berechnete jährliche Werte,
1999,0.5,Hektar pro Tag,Berechnete jährliche Werte,
2000,0.5,Hektar pro Tag,Berechnete jährliche Werte,
2001,0.3,Hektar pro Tag,Berechnete jährliche Werte,
2002,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2003,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2004,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2005,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2006,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2007,0.4,Hektar pro Tag,Berechnete jährliche Werte,
2008,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2009,0.0,Hektar pro Tag,Berechnete jährliche Werte,
2010,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2011,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2012,0.6,Hektar pro Tag,Berechnete jährliche Werte,
2013,0.0,Hektar pro Tag,Berechnete jährliche Werte,
2014,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2015,0.0,Hektar pro Tag,Berechnete jährliche Werte,
2016,0.3,Hektar pro Tag,Berechnete jährliche Werte,
2017,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2018,-0.1,Hektar pro Tag,Berechnete jährliche Werte,
2019,0.0,Hektar pro Tag,Berechnete jährliche Werte,
2020,0.1,Hektar pro Tag,Berechnete jährliche Werte,
1996,0.4,Hektar pro Tag,Berechnete jährliche Werte,
1997,0.2,Hektar pro Tag,Berechnete jährliche Werte,
1998,0.2,Hektar pro Tag,Berechnete jährliche Werte,
1999,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2000,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2001,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2002,1.0,Hektar pro Tag,Berechnete jährliche Werte,
2003,0.8,Hektar pro Tag,Berechnete jährliche Werte,
2004,1.2,Hektar pro Tag,Berechnete jährliche Werte,
2005,1.0,Hektar pro Tag,Berechnete jährliche Werte,
2006,0.8,Hektar pro Tag,Berechnete jährliche Werte,
2007,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2008,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2009,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2010,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2011,0.0,Hektar pro Tag,Berechnete jährliche Werte,
2012,0.2,Hektar pro Tag,Berechnete jährliche Werte,
2013,0.4,Hektar pro Tag,Berechnete jährliche Werte,
2014,-0.6,Hektar pro Tag,Berechnete jährliche Werte,
2015,-0.9,Hektar pro Tag,Berechnete jährliche Werte,
2016,-0.9,Hektar pro Tag,Berechnete jährliche Werte,
2017,0.1,Hektar pro Tag,Berechnete jährliche Werte,
2018,-0.1,Hektar pro Tag,Berechnete jährliche Werte,
2019,-0.1,Hektar pro Tag,Berechnete jährliche Werte,
2020,0.0,Hektar pro Tag,Berechnete jährliche Werte,
1996,4.5,Hektar pro Tag,Berechnete jährliche Werte,
1997,4.9,Hektar pro Tag,Berechnete jährliche Werte,
1998,4.9,Hektar pro Tag,Berechnete jährliche Werte,
1999,4.9,Hektar pro Tag,Berechnete jährliche Werte,
2000,4.9,Hektar pro Tag,Berechnete jährliche Werte,
2001,2.7,Hektar pro Tag,Berechnete jährliche Werte,
2002,4.8,Hektar pro Tag,Berechnete jährliche Werte,
2003,4.1,Hektar pro Tag,Berechnete jährliche Werte,
2004,4.2,Hektar pro Tag,Berechnete jährliche Werte,
2005,3.7,Hektar pro Tag,Berechnete jährliche Werte,
2006,3.3,Hektar pro Tag,Berechnete jährliche Werte,
2007,4.2,Hektar pro Tag,Berechnete jährliche Werte,
2008,3.2,Hektar pro Tag,Berechnete jährliche Werte,
2009,3.6,Hektar pro Tag,Berechnete jährliche Werte,
2010,3.6,Hektar pro Tag,Berechnete jährliche Werte,
2011,1.4,Hektar pro Tag,Berechnete jährliche Werte,
2012,3.7,Hektar pro Tag,Berechnete jährliche Werte,
2013,2.2,Hektar pro Tag,Berechnete jährliche Werte,
2014,3.6,Hektar pro Tag,Berechnete jährliche Werte,
2015,2.5,Hektar pro Tag,Berechnete jährliche Werte,
2016,,Hektar pro Tag,Berechnete jährliche Werte,
2017,3.7,Hektar pro Tag,Berechnete jährliche Werte,
2018,2.8,Hektar pro Tag,Berechnete jährliche Werte,
2019,2.5,Hektar pro Tag,Berechnete jährliche Werte,
2020,1.5,Hektar pro Tag,Berechnete jährliche Werte,
1996,5.3,Hektar pro Tag,Berechnete jährliche Werte,
1997,7.6,Hektar pro Tag,Berechnete jährliche Werte,
1998,7.6,Hektar pro Tag,Berechnete jährliche Werte,
1999,7.6,Hektar pro Tag,Berechnete jährliche Werte,
2000,7.6,Hektar pro Tag,Berechnete jährliche Werte,
2001,7.3,Hektar pro Tag,Berechnete jährliche Werte,
2002,10.9,Hektar pro Tag,Berechnete jährliche Werte,
2003,8.8,Hektar pro Tag,Berechnete jährliche Werte,
2004,7.9,Hektar pro Tag,Berechnete jährliche Werte,
2005,6.7,Hektar pro Tag,Berechnete jährliche Werte,
2006,7.3,Hektar pro Tag,Berechnete jährliche Werte,
2007,6.7,Hektar pro Tag,Berechnete jährliche Werte,
2008,10.7,Hektar pro Tag,Berechnete jährliche Werte,
2009,7.7,Hektar pro Tag,Berechnete jährliche Werte,
2010,7.1,Hektar pro Tag,Berechnete jährliche Werte,
2011,2.7,Hektar pro Tag,Berechnete jährliche Werte,
2012,3.1,Hektar pro Tag,Berechnete jährliche Werte,
2013,2.1,Hektar pro Tag,Berechnete jährliche Werte,
2014,2.0,Hektar pro Tag,Berechnete jährliche Werte,
2015,5.1,Hektar pro Tag,Berechnete jährliche Werte,
2016,17.7,Hektar pro Tag,Berechnete jährliche Werte,
2017,-7.9,Hektar pro Tag,Berechnete jährliche Werte,
2018,0.5,Hektar pro Tag,Berechnete jährliche Werte,
2019,-0.5,Hektar pro Tag,Berechnete jährliche Werte,
2020,1.0,Hektar pro Tag,Berechnete jährliche Werte,
1996,16.6,Hektar pro Tag,Berechnete jährliche Werte,
1997,16.4,Hektar pro Tag,Berechnete jährliche Werte,
1998,16.4,Hektar pro Tag,Berechnete jährliche Werte,
1999,16.4,Hektar pro Tag,Berechnete jährliche Werte,
2000,16.4,Hektar pro Tag,Berechnete jährliche Werte,
2001,14.9,Hektar pro Tag,Berechnete jährliche Werte,
2002,11.8,Hektar pro Tag,Berechnete jährliche Werte,
2003,12.6,Hektar pro Tag,Berechnete jährliche Werte,
2004,18.3,Hektar pro Tag,Berechnete jährliche Werte,
2005,14.0,Hektar pro Tag,Berechnete jährliche Werte,
2006,11.5,Hektar pro Tag,Berechnete jährliche Werte,
2007,10.0,Hektar pro Tag,Berechnete jährliche Werte,
2008,11.0,Hektar pro Tag,Berechnete jährliche Werte,
2009,8.6,Hektar pro Tag,Berechnete jährliche Werte,
2010,8.0,Hektar pro Tag,Berechnete jährliche Werte,
2011,14.8,Hektar pro Tag,Berechnete jährliche Werte,
2012,9.8,Hektar pro Tag,Berechnete jährliche Werte,
2013,9.2,Hektar pro Tag,Berechnete jährliche Werte,
