Year,Value,Units,GeoCode
2011,23.955,1.000 EUR,
2012,24.07,1.000 EUR,
2013,24.944,1.000 EUR,
2014,26.005,1.000 EUR,
2015,26.946,1.000 EUR,
2016,27.349,1.000 EUR,
2017,28.62,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,24.308,1.000 EUR,
2001,25.827,1.000 EUR,
2002,24.903,1.000 EUR,
2003,26.068,1.000 EUR,
2004,25.724,1.000 EUR,
2005,27.072,1.000 EUR,
2006,28.668,1.000 EUR,
2007,30.388,1.000 EUR,
2008,29.692,1.000 EUR,
2009,28.506,1.000 EUR,
2010,31.206,1.000 EUR,
2011,33.813,1.000 EUR,
2012,33.697,1.000 EUR,
2013,35.693,1.000 EUR,
2014,38.289,1.000 EUR,
2015,39.702,1.000 EUR,
2016,40.034,1.000 EUR,
2017,40.929,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,20.206,1.000 EUR,
2001,21.364,1.000 EUR,
2002,22.304,1.000 EUR,
2003,22.839,1.000 EUR,
2004,23.351,1.000 EUR,
2005,24.148,1.000 EUR,
2006,25.407,1.000 EUR,
2007,26.646,1.000 EUR,
2008,25.166,1.000 EUR,
2009,24.957,1.000 EUR,
2010,25.414,1.000 EUR,
2011,26.755,1.000 EUR,
2012,27.157,1.000 EUR,
2013,28.449,1.000 EUR,
2014,29.639,1.000 EUR,
2015,29.419,1.000 EUR,
2016,29.948,1.000 EUR,
2017,31.491,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,21.578,1.000 EUR,
2001,21.782,1.000 EUR,
2002,21.396,1.000 EUR,
2003,21.814,1.000 EUR,
2004,21.854,1.000 EUR,
2005,21.797,1.000 EUR,
2006,22.604,1.000 EUR,
2007,23.065,1.000 EUR,
2008,24.393,1.000 EUR,
2009,24.997,1.000 EUR,
2010,25.993,1.000 EUR,
2011,26.816,1.000 EUR,
2012,27.81,1.000 EUR,
2013,28.457,1.000 EUR,
2014,29.179,1.000 EUR,
2015,30.162,1.000 EUR,
2016,30.116,1.000 EUR,
2017,30.538,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,28.451,1.000 EUR,
2001,27.978,1.000 EUR,
2002,34.123,1.000 EUR,
2003,35.48,1.000 EUR,
2004,34.101,1.000 EUR,
2005,31.332,1.000 EUR,
2006,33.741,1.000 EUR,
2007,33.04,1.000 EUR,
2008,25.149,1.000 EUR,
2009,26.526,1.000 EUR,
2010,29.093,1.000 EUR,
2011,31.754,1.000 EUR,
2012,29.806,1.000 EUR,
2013,31.423,1.000 EUR,
2014,38.986,1.000 EUR,
2015,40.512,1.000 EUR,
2016,40.862,1.000 EUR,
2017,40.965,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,12.324,1.000 EUR,
2001,12.657,1.000 EUR,
2002,13.102,1.000 EUR,
2003,14.149,1.000 EUR,
2004,14.726,1.000 EUR,
2005,15.226,1.000 EUR,
2006,16.022,1.000 EUR,
2007,17.46,1.000 EUR,
2008,18.033,1.000 EUR,
2009,17.512,1.000 EUR,
2010,18.548,1.000 EUR,
2011,20.323,1.000 EUR,
2012,21.552,1.000 EUR,
2013,22.385,1.000 EUR,
2014,23.538,1.000 EUR,
2015,24.33,1.000 EUR,
2016,25.523,1.000 EUR,
2017,26.699,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,15.164,1.000 EUR,
2001,15.18,1.000 EUR,
2002,15.129,1.000 EUR,
2003,15.136,1.000 EUR,
2004,15.587,1.000 EUR,
2005,15.869,1.000 EUR,
2006,16.183,1.000 EUR,
2007,17.4,1.000 EUR,
2008,19.078,1.000 EUR,
2009,18.121,1.000 EUR,
2010,18.875,1.000 EUR,
2011,19.809,1.000 EUR,
2012,21.195,1.000 EUR,
2013,22.154,1.000 EUR,
2014,23.782,1.000 EUR,
2015,23.899,1.000 EUR,
2016,25.785,1.000 EUR,
2017,26.609,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,14.671,1.000 EUR,
2001,15.366,1.000 EUR,
2002,15.466,1.000 EUR,
2003,15.858,1.000 EUR,
2004,16.123,1.000 EUR,
2005,17.25,1.000 EUR,
2006,18.42,1.000 EUR,
2007,19.163,1.000 EUR,
2008,21.184,1.000 EUR,
2009,17.976,1.000 EUR,
2010,20.372,1.000 EUR,
2011,22.692,1.000 EUR,
2012,22.84,1.000 EUR,
2013,22.982,1.000 EUR,
2014,24.4,1.000 EUR,
2015,26.312,1.000 EUR,
2016,25.848,1.000 EUR,
2017,27.36,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,14.162,1.000 EUR,
2001,15.309,1.000 EUR,
2002,15.049,1.000 EUR,
2003,14.844,1.000 EUR,
2004,15.145,1.000 EUR,
2005,15.469,1.000 EUR,
2006,16.148,1.000 EUR,
2007,16.629,1.000 EUR,
2008,18.485,1.000 EUR,
2009,17.705,1.000 EUR,
2010,19.14,1.000 EUR,
2011,19.607,1.000 EUR,
2012,20.099,1.000 EUR,
2013,21.731,1.000 EUR,
2014,22.13,1.000 EUR,
2015,23.356,1.000 EUR,
2016,24.34,1.000 EUR,
2017,25.47,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,13.25,1.000 EUR,
2001,12.966,1.000 EUR,
2002,13.235,1.000 EUR,
2003,13.419,1.000 EUR,
2004,13.988,1.000 EUR,
2005,13.859,1.000 EUR,
2006,14.357,1.000 EUR,
2007,15.67,1.000 EUR,
2008,15.87,1.000 EUR,
2009,15.477,1.000 EUR,
2010,16.537,1.000 EUR,
2011,17.494,1.000 EUR,
2012,17.764,1.000 EUR,
2013,18.757,1.000 EUR,
2014,20.024,1.000 EUR,
2015,20.178,1.000 EUR,
2016,20.985,1.000 EUR,
2017,22.217,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,15.773,1.000 EUR,
2001,16.234,1.000 EUR,
2002,16.927,1.000 EUR,
2003,17.595,1.000 EUR,
2004,18.366,1.000 EUR,
2005,19.027,1.000 EUR,
2006,19.054,1.000 EUR,
2007,19.994,1.000 EUR,
2008,20.1,1.000 EUR,
2009,19.534,1.000 EUR,
2010,21.261,1.000 EUR,
2011,22.614,1.000 EUR,
2012,23.005,1.000 EUR,
2013,23.498,1.000 EUR,
2014,24.939,1.000 EUR,
2015,26.124,1.000 EUR,
2016,27.043,1.000 EUR,
2017,27.263,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,16.45,1.000 EUR,
2001,17.079,1.000 EUR,
2002,16.427,1.000 EUR,
2003,17.653,1.000 EUR,
2004,18.352,1.000 EUR,
2005,18.816,1.000 EUR,
2006,19.974,1.000 EUR,
2007,21.063,1.000 EUR,
2008,21.44,1.000 EUR,
2009,20.576,1.000 EUR,
2010,21.137,1.000 EUR,
2011,22.966,1.000 EUR,
2012,23.476,1.000 EUR,
2013,24.169,1.000 EUR,
2014,25.462,1.000 EUR,
2015,26.145,1.000 EUR,
2016,26.995,1.000 EUR,
2017,27.934,1.000 EUR,
2018,,1.000 EUR,
2019,,1.000 EUR,
2020,,1.000 EUR,
2021,,1.000 EUR,
1991,,1.000 EUR,
1992,,1.000 EUR,
1993,,1.000 EUR,
1994,,1.000 EUR,
1995,,1.000 EUR,
1996,,1.000 EUR,
1997,,1.000 EUR,
1998,,1.000 EUR,
1999,,1.000 EUR,
2000,13.758,1.000 EUR,
2001,14.956,1.000 EUR,
2002,16.073,1.000 EUR,
2003,16.565,1.000 EUR,
2004,18.2,1.000 EUR,
2005,18.618,1.000 EUR,
2006,17.349,1.000 EUR,
2007,17.769,1.000 EUR,
2008,16.745,1.000 EUR,
2009,16.384,1.000 EUR,
2010,17.157,1.000 EUR,
2011,18.25,1.000 EUR,
2012,20.106,1.000 EUR,
2013,21.568,1.000 EUR,
2014,21.762,1.000 EUR,
